,job_url,linkedin_job_url_cleaned,company_name,company_url,linkedin_company_url_cleaned,job_title,job_location,posted_date,normalized_company_name
0,https://www.linkedin.com/jobs/view/data-scientist-at-selby-jennings-3491481942?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=Ygysw0MkvCTu4W4XLqdFfw%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-selby-jennings-3491481942,Selby Jennings,https://uk.linkedin.com/company/selby-jennings?trk=public_jobs_jserp-result_job-search-card-subtitle,https://uk.linkedin.com/company/selby-jennings,Data Scientist,"New York, NY",2023-02-21,Selby jennings
1,https://www.linkedin.com/jobs/view/data-scientist-at-singulairity-3494079586?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=gQQ0hLS%2F1n%2FsOCjZ3QoX%2Fw%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-singulairity-3494079586,Singulairity,https://www.linkedin.com/company/singulairity?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/singulairity,Data Scientist,United States,2023-02-22,Singulairity
2,https://www.linkedin.com/jobs/view/data-scientist-recommendations-forecasting-at-hyatt-hotels-corporation-3475925407?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=%2BjriYMr7E7eseGbf53ZeVw%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-recommendations-forecasting-at-hyatt-hotels-corporation-3475925407,Hyatt Hotels Corporation,https://www.linkedin.com/company/hyatt?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/hyatt,Data Scientist (Recommendations/Forecasting),United States,2023-02-13,Hyatt
3,https://www.linkedin.com/jobs/view/data-scientist-at-immuna-3482540862?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=nGYovOT%2BRz%2BoXLAJgbjxMg%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-immuna-3482540862,Immuna,https://www.linkedin.com/company/immuna?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/immuna,Data Scientist,San Francisco Bay Area,2023-02-17,Immuna
4,https://www.linkedin.com/jobs/view/data-scientist-jr-at-altamira-technologies-corporation-3467899524?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=EK997%2BusmvPJ%2BsNE5cO2nA%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-jr-at-altamira-technologies-corporation-3467899524,Altamira Technologies Corporation,https://www.linkedin.com/company/altamira-corporation?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/altamira-corporation,"Data Scientist, Jr.","Tampa, FL",2023-02-08,Altamira corporation
5,https://www.linkedin.com/jobs/view/data-scientist-at-inspyr-solutions-3487708185?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=NeDKb2%2BnLoJtCgyGw%2B0qeA%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-inspyr-solutions-3487708185,INSPYR Solutions,https://www.linkedin.com/company/inspyrsolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/inspyrsolutions,Data Scientist,"Sugar Land, TX",2023-02-21,Inspyrsolutions
6,https://www.linkedin.com/jobs/view/data-scientist-global-data-analytics-at-circle-k-3485240725?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=OhDOAXBJD%2F1qHFH0GSckQw%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-global-data-analytics-at-circle-k-3485240725,Circle K,https://ca.linkedin.com/company/circle-k?trk=public_jobs_jserp-result_job-search-card-subtitle,https://ca.linkedin.com/company/circle-k,Data Scientist (Global Data & Analytics),"Tempe, AZ",2023-02-23,Circle k
7,https://www.linkedin.com/jobs/view/data-scientist-at-aditi-consulting-3467890474?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=4tZ690hxsrQ8JiYMIcuiJg%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-aditi-consulting-3467890474,Aditi Consulting,https://www.linkedin.com/company/aditiconsulting?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/aditiconsulting,Data Scientist,"Bellevue, WA",2023-02-22,Aditiconsulting
8,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-deka-research-development-3485314067?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=V6pMYetjIua1nxNc849fWw%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-deka-research-development-3485314067,DEKA Research & Development,https://www.linkedin.com/company/deka-research-&-development?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/deka-research-&-development,Machine Learning Engineer,"Manchester, NH",2023-02-15,Deka research & development
9,https://www.linkedin.com/jobs/view/data-scientist-full-time-at-bardess-group-ltd-3515053487?refId=X9fSEFmHuEiKT1cjZlxvtw%3D%3D&trackingId=xkvrMB4IV5guuCc9c96p%2Bg%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-full-time-at-bardess-group-ltd-3515053487,Bardess Group Ltd,https://www.linkedin.com/company/bardess-group?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/bardess-group,Data Scientist Full Time,"New York, NY",2023-03-06,Bardess group
