,job_url,linkedin_job_url_cleaned,company_name,company_url,linkedin_company_url_cleaned,job_title,job_location,posted_date,normalized_company_name
0,https://www.linkedin.com/jobs/view/data-scientist-at-home-partners-of-america-3497806484?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=Ns75Ytur9%2Bqy1zWQtZOkDg%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-home-partners-of-america-3497806484,Home Partners of America,https://www.linkedin.com/company/home-partners-of-america?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/home-partners-of-america,Data Scientist,"Chicago, IL",2023-02-23,Home partners of america
1,https://www.linkedin.com/jobs/view/basketball-data-scientist-and-scheduling-analyst-at-national-basketball-association-nba-3491963025?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=oWHhfPUyMPynoz4txhYfaA%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/basketball-data-scientist-and-scheduling-analyst-at-national-basketball-association-nba-3491963025,National Basketball Association (NBA),https://www.linkedin.com/company/national-basketball-association?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/national-basketball-association,Basketball Data Scientist and Scheduling Analyst,"New City, NY",2023-02-24,National basketball association
2,https://www.linkedin.com/jobs/view/data-scientist-retina-at-indegene-3489417915?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=c4PdUX31st%2BnELigl1AT5Q%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-retina-at-indegene-3489417915,Indegene,https://www.linkedin.com/company/indegene?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/indegene,Data Scientist - Retina,"New Jersey, United States",2023-02-23,Indegene
3,https://www.linkedin.com/jobs/view/data-scientist-at-stryd-3487730795?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=3enlfIed9%2F70vo6BEAoiFA%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-stryd-3487730795,Stryd,https://www.linkedin.com/company/stryd?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/stryd,Data Scientist,"Boulder, CO",2023-02-21,Stryd
4,https://www.linkedin.com/jobs/view/data-scientist-ii-at-cinemark-3492305686?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=KFKfOK4sZuxClZBrCqJ3WQ%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-ii-at-cinemark-3492305686,Cinemark,https://www.linkedin.com/company/cinemark?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/cinemark,Data Scientist II,"Plano, TX",2023-02-20,Cinemark
5,https://www.linkedin.com/jobs/view/data-scientist-at-www-3sbc-com-3510624325?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=A44iaVQzGSMpQK32rRptsg%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-www-3sbc-com-3510624325,www.3sbc.com,https://www.linkedin.com/company/www.3sbc.com?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/www.3sbc.com,Data Scientist,"Santa Clara, CA",2023-03-06,Www.3sbc.com
6,https://www.linkedin.com/jobs/view/data-scientist-mostly-remote-at-vsv-wins-inc-3508061429?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=%2Bz%2Bqwy8zxbWP%2Be7OQy5pPw%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-mostly-remote-at-vsv-wins-inc-3508061429,"VSV WINS, INC",https://www.linkedin.com/company/vsv-wins-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/vsv-wins-inc,Data Scientist (Mostly remote),"Richmond, VA",2023-03-06,Vsv wins inc
7,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-apple-3492155004?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=mCj2yRbAYyAk6R%2Fysqkydw%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-apple-3492155004,Apple,https://www.linkedin.com/company/apple?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/apple,Machine Learning Engineer,"Austin, TX",2023-02-25,Apple
8,https://www.linkedin.com/jobs/view/data-scientist-at-ivy-energy-3484735968?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=gB03Q6%2FWeVqmFmoS%2FdiDgQ%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-ivy-energy-3484735968,Ivy Energy,https://www.linkedin.com/company/ivyenergy?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/ivyenergy,Data Scientist,"Oakland, CA",2023-02-17,Ivyenergy
9,https://www.linkedin.com/jobs/view/data-scientist-platform-at-komodo-health-3499425192?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=4%2F5R%2BrORexpcRTHdVkW1dQ%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-platform-at-komodo-health-3499425192,Komodo Health,https://www.linkedin.com/company/komodo-health?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/komodo-health,"Data Scientist, Platform","New York, NY",2023-02-24,Komodo health
10,https://www.linkedin.com/jobs/view/data-scientist-at-the-lab-consulting-3515085818?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=3sGkty2jc9Gqssp%2BT8PO%2BA%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/data-scientist-at-the-lab-consulting-3515085818,The Lab Consulting,https://www.linkedin.com/company/the-lab-consulting?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/the-lab-consulting,Data Scientist,Greater Houston,2023-03-06,The lab consulting
11,https://www.linkedin.com/jobs/view/software-engineer-machine-learning-infrastructure-at-doordash-3497904047?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=aid%2F1YKi47O407xELUwTVg%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/software-engineer-machine-learning-infrastructure-at-doordash-3497904047,DoorDash,https://www.linkedin.com/company/doordash?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/doordash,"Software Engineer, Machine Learning Infrastructure","New York, NY",2023-02-24,Doordash
12,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-goldfinch-3510019836?refId=98TdDF3wbl2XLNbALbm3Hw%3D%3D&trackingId=MPViPGJSt283XLd2Bpfq%2Bw%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-goldfinch-3510019836,Goldfinch,https://www.linkedin.com/company/goldfinchfinance?trk=public_jobs_jserp-result_job-search-card-subtitle,https://www.linkedin.com/company/goldfinchfinance,Machine Learning Engineer,"Austin, TX",2023-02-09,Goldfinchfinance
